MID,Language,Name
m.01ck_k,cs,Theodosius starší
m.01ck_k,fr,Théodose l'Ancien
m.01ck_k,sr,Теодосије Старији
m.01ck_k,ru,Феодосий Старший
m.01ck_k,bg,Флавий Теодосий
m.01ck_k,zh,老狄奥多西乌斯
m.01ck_k,zh-Hant,老狄奧多西烏斯
m.01ckd2,nl,Graf van de onbekende soldaat
m.01ckd2,en,The Unknown Warrior
m.01ckd2,pt,The Unknown Warrior
m.01ckd2,fr,Tombe du Soldat inconnu
m.01ckd2,ru,Могила неизвестного солдата
m.01ckd2,iw,קבר הלוחם האלמוני
m.01ckfy,sv,Nong Duc Manh
m.01ckfy,fi,Nông Ðức Mạnh
m.01ckfy,de,Nông Đức Mạnh
m.01ckfy,en,Nông Đức Mạnh
m.01ckfy,es,Nông Đức Mạnh
m.01ckfy,fr,Nông Đức Mạnh
m.01ckfy,id,Nông Đức Mạnh
m.01ckfy,it,Nông Đức Mạnh
m.01ckfy,no,Nông Đức Mạnh
m.01ckfy,pl,Nông Đức Mạnh
m.01ckfy,vi,Nông Đức Mạnh
m.01ckfy,el,Νονγκ Ντουκ Μαν
m.01ckfy,bg,Нон Дук Ман
m.01ckfy,ru,Нонг Дык Мань
m.01ckfy,ja,ノン・ドゥック・マイン
m.01ckfy,zh,农德孟
m.01ckfy,zh-Hant,農德孟
m.01ckfy,ko,농득마인
m.01ckhj,ca,Sam Neill
m.01ckhj,cs,Sam Neill
m.01ckhj,da,Sam Neill
m.01ckhj,de,Sam Neill
m.01ckhj,en,Sam Neill
m.01ckhj,es,Sam Neill
m.01ckhj,fi,Sam Neill
m.01ckhj,fr,Sam Neill
m.01ckhj,hr,Sam Neill
m.01ckhj,hu,Sam Neill
m.01ckhj,id,Sam Neill
m.01ckhj,it,Sam Neill
m.01ckhj,nl,Sam Neill
m.01ckhj,no,Sam Neill
m.01ckhj,pl,Sam Neill
m.01ckhj,pt,Sam Neill
m.01ckhj,ro,Sam Neill
m.01ckhj,sk,Sam Neill
m.01ckhj,sv,Sam Neill
m.01ckhj,tr,Sam Neill
m.01ckhj,bg,Сам Нийл
m.01ckhj,uk,Сем Нілл
m.01ckhj,ru,Сэм Нилл
m.01ckhj,iw,סם ניל
m.01ckhj,ar,سام نيل
m.01ckhj,fa,سام نیل
m.01ckhj,th,แซม นีล
m.01ckhj,ja,サム・ニール
m.01ckhj,zh,山姆·尼尔
m.01ckhj,zh-Hant,山姆·尼爾
m.01ckhj,ko,샘 닐
m.01ckkq,cs,Otto Weininger
m.01ckkq,de,Otto Weininger
m.01ckkq,en,Otto Weininger
m.01ckkq,es,Otto Weininger
m.01ckkq,fi,Otto Weininger
m.01ckkq,fr,Otto Weininger
m.01ckkq,hu,Otto Weininger
m.01ckkq,it,Otto Weininger
m.01ckkq,nl,Otto Weininger
m.01ckkq,no,Otto Weininger
m.01ckkq,pl,Otto Weininger
m.01ckkq,pt,Otto Weininger
m.01ckkq,ro,Otto Weininger
m.01ckkq,sl,Otto Weininger
m.01ckkq,sv,Otto Weininger
m.01ckkq,el,Όττο Βάινινγκερ
m.01ckkq,bg,Ото Вайнингер
m.01ckkq,sr,Ото Вајнингер
m.01ckkq,ru,Отто Вейнингер
m.01ckkq,uk,Отто Вейнінгер
m.01ckkq,iw,אוטו ויינינגר
m.01ckkq,fa,اتو واینینگر
m.01ckkq,ja,オットー・ヴァイニンガー
m.01ckkq,zh,奥托·魏宁格
m.01ckkq,zh-Hant,奧托·魏寧格
m.01ckkq,ko,오토 바이닝거
m.01ckql,ca,Keith Holyoake
m.01ckql,de,Keith Holyoake
m.01ckql,en,Keith Holyoake
m.01ckql,es,Keith Holyoake
m.01ckql,fi,Keith Holyoake
m.01ckql,fr,Keith Holyoake
m.01ckql,it,Keith Holyoake
m.01ckql,no,Keith Holyoake
m.01ckql,pl,Keith Holyoake
m.01ckql,pt,Keith Holyoake
m.01ckql,sl,Keith Holyoake
m.01ckql,ru,Кит Холиок
m.01ckql,iw,קית' הוליאוק
m.01ckql,ko,키스 홀리오크
m.01ckv2,pt,Lotfali Askar-Zadeh
m.01ckv2,en,Lotfi A. Zadeh
m.01ckv2,es,Lotfi A. Zadeh
m.01ckv2,vi,Lotfi A. Zadeh
m.01ckv2,ca,Lotfi Asker Zadeh
m.01ckv2,de,Lotfi Zadeh
m.01ckv2,et,Lotfi Zadeh
m.01ckv2,fr,Lotfi Zadeh
m.01ckv2,it,Lotfi Zadeh
m.01ckv2,nl,Lotfi Zadeh
m.01ckv2,no,Lotfi Zadeh
m.01ckv2,pl,Lotfi Zadeh
m.01ckv2,tr,Lütfi Zade
m.01ckv2,bg,Лотфи Заде
m.01ckv2,ru,Лотфи Заде
m.01ckv2,ar,لطفي زادة
m.01ckv2,fa,لطفی زاده
m.01ckv2,ja,ロトフィ・ザデー
m.01ckv2,zh,卢菲特·泽德
m.01ckv2,zh-Hant,盧菲特·澤德
m.01ckv2,ko,로트피 자데
m.01ckvz,ca,Adolfo Bioy Casares
m.01ckvz,cs,Adolfo Bioy Casares
m.01ckvz,de,Adolfo Bioy Casares
m.01ckvz,en,Adolfo Bioy Casares
m.01ckvz,es,Adolfo Bioy Casares
m.01ckvz,fi,Adolfo Bioy Casares
m.01ckvz,fr,Adolfo Bioy Casares
m.01ckvz,hu,Adolfo Bioy Casares
m.01ckvz,it,Adolfo Bioy Casares
m.01ckvz,lt,Adolfo Bioy Casares
m.01ckvz,nl,Adolfo Bioy Casares
m.01ckvz,no,Adolfo Bioy Casares
m.01ckvz,pl,Adolfo Bioy Casares
m.01ckvz,pt,Adolfo Bioy Casares
m.01ckvz,ro,Adolfo Bioy Casares
m.01ckvz,sv,Adolfo Bioy Casares
m.01ckvz,tr,Adolfo Bioy Casares
m.01ckvz,el,Αντόλφο Μπιόυ Κασάρες
m.01ckvz,bg,Адолфо Биой Касарес
m.01ckvz,ru,Адольфо Биой Касарес
m.01ckvz,uk,Адольфо Біой Касарес
m.01ckvz,fa,آدولفو بیوئی کاسارس
m.01ckvz,ar,أدولفو بيوي كاساريس
m.01ckvz,ja,アドルフォ・ビオイ＝カサーレス
m.01cl5d,da,Elsa Brändström
m.01cl5d,de,Elsa Brändström
m.01cl5d,en,Elsa Brändström
m.01cl5d,hr,Elsa Brändström
m.01cl5d,it,Elsa Brändström
m.01cl5d,ro,Elsa Brändström
m.01cl5d,sv,Elsa Brändström
m.01cl9d,ca,Aki Kaurismäki
m.01cl9d,cs,Aki Kaurismäki
m.01cl9d,da,Aki Kaurismäki
m.01cl9d,de,Aki Kaurismäki
m.01cl9d,en,Aki Kaurismäki
m.01cl9d,es,Aki Kaurismäki
m.01cl9d,et,Aki Kaurismäki
m.01cl9d,fi,Aki Kaurismäki
m.01cl9d,fr,Aki Kaurismäki
m.01cl9d,hr,Aki Kaurismäki
m.01cl9d,hu,Aki Kaurismäki
m.01cl9d,it,Aki Kaurismäki
m.01cl9d,nl,Aki Kaurismäki
m.01cl9d,no,Aki Kaurismäki
m.01cl9d,pl,Aki Kaurismäki
m.01cl9d,pt,Aki Kaurismäki
m.01cl9d,ro,Aki Kaurismäki
m.01cl9d,sv,Aki Kaurismäki
m.01cl9d,tr,Aki Kaurismäki
m.01cl9d,el,Άκι Καουρισμάκι
m.01cl9d,bg,Аки Каурисмеки
m.01cl9d,sr,Аки Каурисмеки
m.01cl9d,ru,Аки Каурисмяки
m.01cl9d,uk,Акі Каурісмякі
m.01cl9d,iw,אקי קאוריסמקי
m.01cl9d,fa,آکی کوریسماکی
m.01cl9d,ar,أكي كاوريسمكي
m.01cl9d,ja,アキ・カウリスマキ
m.01cl9d,zh,阿基·考里斯马基
m.01cl9d,zh-Hant,阿基·郭利斯馬基
m.01cl9d,ko,아키 카우리스마키
m.01clcs,sv,Stephen Redgrave
m.01clcs,ca,Steve Redgrave
m.01clcs,cs,Steve Redgrave
m.01clcs,en,Steve Redgrave
m.01clcs,es,Steve Redgrave
m.01clcs,fi,Steve Redgrave
m.01clcs,fr,Steve Redgrave
m.01clcs,hr,Steve Redgrave
m.01clcs,it,Steve Redgrave
m.01clcs,nl,Steve Redgrave
m.01clcs,no,Steve Redgrave
m.01clcs,pl,Steve Redgrave
m.01clcs,pt,Steve Redgrave
m.01clcs,sk,Steve Redgrave
m.01clcs,de,Steven Redgrave
m.01clcs,sr,Stiv Redgrejv
m.01clcs,lv,Stīvs Redgreivs
m.01clcs,ru,Стив Редгрейв
m.01clcs,uk,Стівен Редгрейв
m.01clcs,iw,סטיב רדגרייב
m.01clcs,fa,استیو ردگریو
m.01clcs,ar,ستيف ريدغريف
m.01clcs,ja,スティーヴ・レッドグレーヴ
m.01clcs,zh,史蒂芬·雷德格雷夫
m.01clcs,zh-Hant,史蒂芬·雷德格雷夫
m.01clg6,ca,Douglas Bader
m.01clg6,cs,Douglas Bader
m.01clg6,da,Douglas Bader
m.01clg6,de,Douglas Bader
m.01clg6,en,Douglas Bader
m.01clg6,es,Douglas Bader
m.01clg6,fi,Douglas Bader
m.01clg6,fr,Douglas Bader
m.01clg6,it,Douglas Bader
m.01clg6,nl,Douglas Bader
m.01clg6,no,Douglas Bader
m.01clg6,pl,Douglas Bader
m.01clg6,pt,Douglas Bader
m.01clg6,sl,Douglas Bader
m.01clg6,sv,Douglas Bader
m.01clg6,ru,Дуглас Роберт Бадер
m.01clg6,iw,דאגלס באדר
m.01cll7,es,Gazi I de Irak
m.01cll7,tr,Gazi bin Faysal
m.01cll7,it,Ghazi I d'Iraq
m.01cll7,id,Ghazi I dari Irak
m.01cll7,pl,Ghazi I
m.01cll7,cs,Ghazi I.
m.01cll7,de,Ghazi I.
m.01cll7,da,Ghazi af Irak
m.01cll7,sv,Ghazi av Irak
m.01cll7,ca,Ghazi d'Iraq
m.01cll7,pt,Ghazi do Iraque
m.01cll7,en,Ghazi of Iraq
m.01cll7,nl,Ghazi van Irak
m.01cll7,fi,Ghazi
m.01cll7,fr,Ghazi
m.01cll7,no,Ġāzī av Irak
m.01cll7,ru,Гази I
m.01cll7,iw,"ראזי, מלך עיראק"
m.01cll7,ar,غازي الأول
m.01cll7,fa,غازی اول
m.01cll7,th,พระเจ้าฆอซีแห่งอิรัก
m.01cll7,ja,ガージー
m.01cll7,zh-Hant,加齊·伊本·費薩爾
m.01cll7,zh,加齐·伊本·费萨尔
m.01cll7,ko,가지 1세
m.01clmd,en,Belva Gaertner
m.01clmd,ja,ベルヴァ・ガートナー
m.01clnf,en,Beulah Annan
m.01clnf,ru,Бьюла Эннан
m.01clnf,ja,ビューラ・アナン
m.01clxv,da,Faisal 2. af Irak
m.01clxv,sv,Faisal II av Irak
m.01clxv,id,Faisal II dari Irak
m.01clxv,pt,Faisal II do Iraque
m.01clxv,en,Faisal II of Iraq
m.01clxv,nl,Faisal II van Irak
m.01clxv,ca,Faisal II
m.01clxv,fi,Faisal II
m.01clxv,de,Faisal II.
m.01clxv,pl,Fajsal II
m.01clxv,cs,Fajsal II.
m.01clxv,it,Faysal II d'Iraq
m.01clxv,es,Faysal II de Irak
m.01clxv,fr,Fayçal II
m.01clxv,et,Fayşal II
m.01clxv,no,Fayṣal II av Irak
m.01clxv,tr,II. Faysal
m.01clxv,hu,II. Fejszál iraki király
m.01clxv,bg,Фейсал II
m.01clxv,ru,Фейсал II
m.01clxv,iw,"פייסל השני, מלך עיראק"
m.01clxv,ar,فيصل الثاني
m.01clxv,fa,فیصل دوم
m.01clxv,th,พระเจ้าฟัยศ็อลที่ 2 แห่งอิรัก
m.01clxv,ja,ファイサル2世
m.01clxv,zh-Hant,費薩爾二世
m.01clxv,zh,费萨尔二世
m.01clxv,ko,파이살 2세
m.01cm53,de,Una Stubbs
m.01cm53,en,Una Stubbs
m.01cm53,es,Una Stubbs
m.01cm53,es-419,Una Stubbs
m.01cm53,fr,Una Stubbs
m.01cm53,hu,Una Stubbs
m.01cm53,it,Una Stubbs
m.01cm53,nl,Una Stubbs
m.01cm53,sv,Una Stubbs
m.01cm53,ru,Уна Стаббс
m.01cm53,uk,Уна Стаббс
m.01cm53,ar,أونا ستابس
m.01cm53,ja,ユナ・スタッブス
m.01cm53,zh,尤娜·斯塔布斯
m.01cm53,zh-Hant,尤娜·斯塔布斯
m.01cm53,ko,우나 스텁스
m.01cm8j,de,Allan W. Eckert
m.01cm8j,en,Allan W. Eckert
m.01cm8j,fr,Allan W. Eckert
m.01cm8j,sv,Allan W. Eckert
m.01cm_n,de,Gordon R. Dickson
m.01cm_n,en,Gordon R. Dickson
m.01cm_n,fi,Gordon R. Dickson
m.01cm_n,fr,Gordon R. Dickson
m.01cm_n,it,Gordon R. Dickson
m.01cm_n,nl,Gordon R. Dickson
m.01cm_n,no,Gordon R. Dickson
m.01cm_n,pl,Gordon R. Dickson
m.01cm_n,pt,Gordon R. Dickson
m.01cm_n,ro,Gordon R. Dickson
m.01cm_n,sv,Gordon R. Dickson
m.01cm_n,ru,Гордон Диксон
m.01cm_n,sr,Гордон Руперт Диксон
m.01cm_n,bg,Гордън Диксън
m.01cm_n,fa,گوردون آر. دیکسون
m.01cm_n,ja,ゴードン・R・ディクスン
m.01cmfd,ca,Mary Quant
m.01cmfd,de,Mary Quant
m.01cmfd,en,Mary Quant
m.01cmfd,es,Mary Quant
m.01cmfd,fi,Mary Quant
m.01cmfd,fr,Mary Quant
m.01cmfd,it,Mary Quant
m.01cmfd,nl,Mary Quant
m.01cmfd,no,Mary Quant
m.01cmfd,pl,Mary Quant
m.01cmfd,pt,Mary Quant
m.01cmfd,ro,Mary Quant
m.01cmfd,sv,Mary Quant
m.01cmfd,vi,Mary Quant
m.01cmfd,el,Μαίρη Κουάντ
m.01cmfd,ru,Мэри Куант
m.01cmfd,ja,マリー・クワント
m.01cmfd,zh-Hant,瑪莉・官
m.01cmn5,de,Mae Carol Jemison
m.01cmn5,hu,Mae Carol Jemison
m.01cmn5,da,Mae Jemison
m.01cmn5,en,Mae Jemison
m.01cmn5,es,Mae Jemison
m.01cmn5,fr,Mae Jemison
m.01cmn5,it,Mae Jemison
m.01cmn5,lt,Mae Jemison
m.01cmn5,no,Mae Jemison
m.01cmn5,pt,Mae Jemison
m.01cmn5,sv,Mae Jemison
m.01cmn5,cs,Mae Jemisonová
m.01cmn5,sk,Mae Jemisonová
m.01cmn5,sr,Mej Džemison
m.01cmn5,bg,Мей Джемисън
m.01cmn5,uk,Мей Керол Джемісон
m.01cmn5,ru,Мэй Кэрол Джемисон
m.01cmn5,ar,ماي جيميسون
m.01cmn5,fa,می جمیسون
m.01cmn5,ja,メイ・ジェミソン
m.01cmz2,de,Lark Voorhies
m.01cmz2,en,Lark Voorhies
m.01cmz2,es,Lark Voorhies
m.01cmz2,fi,Lark Voorhies
m.01cmz2,fr,Lark Voorhies
m.01cmz2,it,Lark Voorhies
m.01cmz2,nl,Lark Voorhies
m.01cmz2,ru,Ларк Вурхис
m.01cmz2,fa,لارک ورهیز
m.01cn6c,ca,Marco Pantani
m.01cn6c,cs,Marco Pantani
m.01cn6c,da,Marco Pantani
m.01cn6c,de,Marco Pantani
m.01cn6c,en,Marco Pantani
m.01cn6c,es,Marco Pantani
m.01cn6c,fi,Marco Pantani
m.01cn6c,fr,Marco Pantani
m.01cn6c,hu,Marco Pantani
m.01cn6c,it,Marco Pantani
m.01cn6c,nl,Marco Pantani
m.01cn6c,no,Marco Pantani
m.01cn6c,pl,Marco Pantani
m.01cn6c,pt,Marco Pantani
m.01cn6c,ro,Marco Pantani
m.01cn6c,sk,Marco Pantani
m.01cn6c,sl,Marco Pantani
m.01cn6c,sv,Marco Pantani
m.01cn6c,lv,Marko Pantāni
m.01cn6c,ru,Марко Пантани
m.01cn6c,sr,Марко Пантани
m.01cn6c,iw,מרקו פנטאני
m.01cn6c,ar,ماركو بانتاني
m.01cn6c,th,มาร์โก ปานตานี
m.01cn6c,ja,マルコ・パンターニ
m.01cn6c,zh-Hant,馬可·潘塔尼
m.01cn76,ca,A. J. Cronin
m.01cn76,en,A. J. Cronin
m.01cn76,es,A. J. Cronin
m.01cn76,fi,A. J. Cronin
m.01cn76,fr,A. J. Cronin
m.01cn76,it,A. J. Cronin
m.01cn76,no,A. J. Cronin
m.01cn76,ko,A. J. 크로닌
m.01cn76,sv,A.J. Cronin
m.01cn76,tr,A.J. Cronin
m.01cn76,vi,A.J. Cronin
m.01cn76,cs,Archibald Joseph Cronin
m.01cn76,de,Archibald Joseph Cronin
m.01cn76,id,Archibald Joseph Cronin
m.01cn76,nl,Archibald Joseph Cronin
m.01cn76,pl,Archibald Joseph Cronin
m.01cn76,pt,Archibald Joseph Cronin
m.01cn76,ro,Archibald Joseph Cronin
m.01cn76,sr,Arčibald Kronin
m.01cn76,zh,A·J·克朗宁
m.01cn76,zh-Hant,A·J·克朗寧
m.01cn76,ja,A・J・クローニン
m.01cn76,el,Άρτσιμπαλντ Τζόζεφ Κρόνιν
m.01cn76,bg,Арчибалд Кронин
m.01cn76,ru,Арчибальд Кронин
m.01cn76,uk,Арчибальд Кронін
m.01cn76,iw,ארצ'יבלד ג'וזף קרונין
m.01cn76,ar,آرتشيبالد جوزيف كرونين
m.01cn76,fa,آرچیبالد جوزف کرونین
m.01cn76,hi,ए० जे० क्रोनिन
m.01cnfd,ca,Archibald Wavell
m.01cnfd,cs,Archibald Wavell
m.01cnfd,da,Archibald Wavell
m.01cnfd,es,Archibald Wavell
m.01cnfd,fi,Archibald Wavell
m.01cnfd,fr,Archibald Wavell
m.01cnfd,nl,Archibald Wavell
m.01cnfd,no,Archibald Wavell
m.01cnfd,pl,Archibald Wavell
m.01cnfd,pt,Archibald Wavell
m.01cnfd,sl,Archibald Wavell
m.01cnfd,de,"Archibald Wavell, 1. Earl Wavell"
m.01cnfd,sv,"Archibald Wavell, 1:e earl Wavell"
m.01cnfd,en,"Archibald Wavell, 1st Earl Wavell"
m.01cnfd,ms,"Archibald Wavell, Earl Wavell Pertama"
m.01cnfd,it,"Archibald Wavell, I conte Wavell"
m.01cnfd,bg,Арчибалд Уейвъл
m.01cnfd,uk,Арчибальд Вейвелл
m.01cnfd,ru,Арчибальд Уэйвелл
m.01cnfd,iw,ארצ'יבלד ויוול
m.01cnfd,ar,أرشيبالد ويفل
m.01cnfd,ja,アーチボルド・ウェーヴェル
m.01cnfd,zh,阿奇博尔德·韦维尔，第一代韦维尔伯爵
m.01cnfd,zh-Hant,阿奇博爾德·韋維爾，第一代韋維爾伯爵
m.01cny9,de,Daniel Patrick Moynihan
m.01cny9,en,Daniel Patrick Moynihan
m.01cny9,es,Daniel Patrick Moynihan
m.01cny9,fr,Daniel Patrick Moynihan
m.01cny9,hu,Daniel Patrick Moynihan
m.01cny9,no,Daniel Patrick Moynihan
m.01cny9,pt,Daniel Patrick Moynihan
m.01cny9,sv,Daniel Patrick Moynihan
m.01cny9,uk,Деніел Патрік Мойніган
m.01cny9,iw,דניאל פטריק מויניהאן
m.01cny9,fa,دانیل پاتریک موینیهان
m.01cny9,ja,ダニエル・パトリック・モイニハン
m.01cny9,zh,丹尼尔·帕特里克·莫伊尼汉
m.01cny9,zh-Hant,丹尼爾·帕特里克·莫伊尼漢
m.01cp3s,de,Barnes Neville Wallis
m.01cp3s,cs,Barnes Wallis
m.01cp3s,da,Barnes Wallis
m.01cp3s,en,Barnes Wallis
m.01cp3s,es,Barnes Wallis
m.01cp3s,fi,Barnes Wallis
m.01cp3s,fr,Barnes Wallis
m.01cp3s,it,Barnes Wallis
m.01cp3s,nl,Barnes Wallis
m.01cp3s,no,Barnes Wallis
m.01cp3s,pl,Barnes Wallis
m.01cp3s,pt,Barnes Wallis
m.01cp3s,ru,Барнс Уоллес
m.01cp3s,ja,バーンズ・ウォリス
m.01cp71,ca,Chris Patten
m.01cp71,cs,Chris Patten
m.01cp71,de,Chris Patten
m.01cp71,en,Chris Patten
m.01cp71,es,Chris Patten
m.01cp71,et,Chris Patten
m.01cp71,fr,Chris Patten
m.01cp71,it,Chris Patten
m.01cp71,ms,Chris Patten
m.01cp71,nl,Chris Patten
m.01cp71,no,Chris Patten
m.01cp71,pl,Chris Patten
m.01cp71,pt,Chris Patten
m.01cp71,sv,Chris Patten
m.01cp71,tr,Chris Patten
m.01cp71,ru,Крис Паттен
m.01cp71,ja,クリストファー・パッテン
m.01cp71,zh,彭定康
m.01cp71,zh-Hant,彭定康
m.01cp71,ko,크리스 패튼
m.01cp7h,ca,Jens Jeremies
m.01cp7h,cs,Jens Jeremies
m.01cp7h,da,Jens Jeremies
m.01cp7h,de,Jens Jeremies
m.01cp7h,en,Jens Jeremies
m.01cp7h,es,Jens Jeremies
m.01cp7h,et,Jens Jeremies
m.01cp7h,fi,Jens Jeremies
m.01cp7h,fr,Jens Jeremies
m.01cp7h,hu,Jens Jeremies
m.01cp7h,id,Jens Jeremies
m.01cp7h,it,Jens Jeremies
m.01cp7h,nl,Jens Jeremies
m.01cp7h,pl,Jens Jeremies
m.01cp7h,pt,Jens Jeremies
m.01cp7h,sv,Jens Jeremies
m.01cp7h,tr,Jens Jeremies
m.01cp7h,uk,Єнс Єреміс
m.01cp7h,ru,Йенс Йеремис
m.01cp7h,fa,ینس یرمیس
m.01cp7h,ja,イェンス・イェレミース
m.01cp7h,zh,延斯·耶雷米斯
m.01cp7h,zh-Hant,延斯·謝雷米斯
m.01cp7h,ko,옌스 예레미스
m.01cp87,ca,Miroslav Klose
m.01cp87,cs,Miroslav Klose
m.01cp87,da,Miroslav Klose
m.01cp87,de,Miroslav Klose
m.01cp87,en,Miroslav Klose
m.01cp87,es,Miroslav Klose
m.01cp87,es-419,Miroslav Klose
m.01cp87,et,Miroslav Klose
m.01cp87,fi,Miroslav Klose
m.01cp87,fil,Miroslav Klose
m.01cp87,fr,Miroslav Klose
m.01cp87,hr,Miroslav Klose
m.01cp87,hu,Miroslav Klose
m.01cp87,id,Miroslav Klose
m.01cp87,it,Miroslav Klose
m.01cp87,lt,Miroslav Klose
m.01cp87,lv,Miroslav Klose
m.01cp87,ms,Miroslav Klose
m.01cp87,nl,Miroslav Klose
m.01cp87,no,Miroslav Klose
m.01cp87,pl,Miroslav Klose
m.01cp87,pt,Miroslav Klose
m.01cp87,ro,Miroslav Klose
m.01cp87,sk,Miroslav Klose
m.01cp87,sl,Miroslav Klose
m.01cp87,sv,Miroslav Klose
m.01cp87,tr,Miroslav Klose
m.01cp87,vi,Miroslav Klose
m.01cp87,el,Μίροσλαβ Κλόζε
m.01cp87,bg,Мирослав Клозе
m.01cp87,ru,Мирослав Клозе
m.01cp87,sr,Мирослав Клозе
m.01cp87,uk,Мірослав Клозе
m.01cp87,iw,מירוסלב קלוזה
m.01cp87,ar,ميروسلاف كلوزه
m.01cp87,fa,میروسلاو کلوزه
m.01cp87,hi,मीरोस्लाव क्लोसे
m.01cp87,th,มีโรสลัฟ โคลเซอ
m.01cp87,ja,ミロスラフ・クローゼ
m.01cp87,zh,米洛斯拉夫·克洛泽
m.01cp87,zh-HK,米羅斯拉夫·克洛斯
m.01cp87,zh-Hant,米羅斯拉夫・克洛斯
m.01cp87,ko,미로슬라프 클로제
m.01cp_j,ca,Amr Moussa
m.01cp_j,en,Amr Moussa
m.01cp_j,fr,Amr Moussa
m.01cp_j,id,Amr Moussa
m.01cp_j,nl,Amr Moussa
m.01cp_j,pt,Amr Moussa
m.01cp_j,es,Amr Musa
m.01cp_j,fi,Amr Musa
m.01cp_j,pl,Amr Musa
m.01cp_j,sv,Amr Musa
m.01cp_j,tr,Amr Musa
m.01cp_j,de,Amr Mussa
m.01cp_j,cs,Amr Músa
m.01cp_j,it,ʿAmr Mūsā
m.01cp_j,no,ʿAmr Mūsā
m.01cp_j,bg,Амр Муса
m.01cp_j,ru,Амр Муса
m.01cp_j,uk,Амр Муса
m.01cp_j,iw,עמר מוסא
m.01cp_j,ar,عمرو موسى
m.01cp_j,fa,عمرو موسی
m.01cp_j,ja,アムル・ムーサ
m.01cp_j,zh,阿穆尔·穆萨
m.01cp_j,zh-Hant,阿穆爾·穆薩
m.01cp_j,ko,아므르 무사
m.01cpqk,ca,Mia Farrow
m.01cpqk,da,Mia Farrow
m.01cpqk,de,Mia Farrow
m.01cpqk,en,Mia Farrow
m.01cpqk,es,Mia Farrow
m.01cpqk,es-419,Mia Farrow
m.01cpqk,fi,Mia Farrow
m.01cpqk,fr,Mia Farrow
m.01cpqk,hr,Mia Farrow
m.01cpqk,hu,Mia Farrow
m.01cpqk,it,Mia Farrow
m.01cpqk,ms,Mia Farrow
m.01cpqk,nl,Mia Farrow
m.01cpqk,no,Mia Farrow
m.01cpqk,pl,Mia Farrow
m.01cpqk,pt,Mia Farrow
m.01cpqk,ro,Mia Farrow
m.01cpqk,sv,Mia Farrow
m.01cpqk,tr,Mia Farrow
m.01cpqk,cs,Mia Farrowová
m.01cpqk,el,Μία Φάροου
m.01cpqk,ru,Миа Фэрроу
m.01cpqk,bg,Мия Фароу
m.01cpqk,sr,Мија Фароу
m.01cpqk,uk,Міа Ферроу
m.01cpqk,iw,מיה פארו
m.01cpqk,ar,مايا فارو
m.01cpqk,fa,میا فارو
m.01cpqk,th,มีอา ฟาร์โรว์
m.01cpqk,ja,ミア・ファロー
m.01cpqk,zh,米亚·法罗
m.01cpqk,zh-Hant,米亞·法羅
m.01cpqk,ko,미아 패로우
m.01cpwc,de,Richard Pearse
m.01cpwc,en,Richard Pearse
m.01cpwc,es,Richard Pearse
m.01cpwc,et,Richard Pearse
m.01cpwc,lt,Richard Pearse
m.01cpwc,pl,Richard Pearse
m.01cpwc,pt,Richard Pearse
m.01cpwc,sv,Richard Pearse
m.01cpwc,tr,Richard Pearse
m.01cpwc,ru,Ричард Пирс
m.01cpwc,ar,ريتشارد بيرس
m.01cpwc,ja,リチャード・ピアース
m.01cqbg,de,Clifford Etienne
m.01cqbg,en,Clifford Etienne
m.01cqbg,it,Clifford Etienne
m.01cqbg,fr,Clifford Étienne
m.01cqbg,ru,Клиффорд Этьен
m.01cqfm,ca,André Previn
m.01cqfm,cs,André Previn
m.01cqfm,da,André Previn
m.01cqfm,de,André Previn
m.01cqfm,en,André Previn
m.01cqfm,es,André Previn
m.01cqfm,et,André Previn
m.01cqfm,fi,André Previn
m.01cqfm,fr,André Previn
m.01cqfm,it,André Previn
m.01cqfm,nl,André Previn
m.01cqfm,no,André Previn
m.01cqfm,pl,André Previn
m.01cqfm,pt,André Previn
m.01cqfm,sk,André Previn
m.01cqfm,sv,André Previn
m.01cqfm,ru,Андре Превин
m.01cqfm,iw,אנדרה פרווין
m.01cqfm,fa,آندره پروین
m.01cqfm,ar,أندري بريفن
m.01cqfm,ja,アンドレ・プレヴィン
m.01cqfm,zh,安德列·普列文
m.01cqfm,zh-Hant,安德列·普列文
m.01cqfm,ko,앙드레 프레빈
m.01cqhn,cs,Rodolfo Graziani
m.01cqhn,da,Rodolfo Graziani
m.01cqhn,de,Rodolfo Graziani
m.01cqhn,en,Rodolfo Graziani
m.01cqhn,es,Rodolfo Graziani
m.01cqhn,fi,Rodolfo Graziani
m.01cqhn,fr,Rodolfo Graziani
m.01cqhn,it,Rodolfo Graziani
m.01cqhn,nl,Rodolfo Graziani
m.01cqhn,no,Rodolfo Graziani
m.01cqhn,pl,Rodolfo Graziani
m.01cqhn,pt,Rodolfo Graziani
m.01cqhn,sl,Rodolfo Graziani
m.01cqhn,sv,Rodolfo Graziani
m.01cqhn,tr,Rodolfo Graziani
m.01cqhn,bg,Родолфо Грациани
m.01cqhn,ru,Родольфо Грациани
m.01cqhn,uk,Родольфо Граціані
m.01cqhn,iw,רודולפו גרציאני
m.01cqhn,ar,رودولفو غراتسياني
m.01cqhn,fa,رودولفو گراتزیانی
m.01cqhn,th,โรดอลโฟ กราซีอานี
m.01cqhn,ja,ロドルフォ・グラツィアーニ
